0.25,5.674e-05
0.50,1.136e-04
0.75,1.710e-04
1.00,2.253e-04
1.25,2.843e-04
1.50,3.411e-04
1.75,3.974e-04
2.00,4.516e-04
2.25,5.098e-04
2.50,5.634e-04
2.75,6.142e-04
3.00,6.797e-04
3.25,7.294e-04
3.50,7.826e-04
3.75,8.410e-04
4.00,8.961e-04
4.25,9.585e-04
4.50,1.006e-03
4.75,1.064e-03
5.00,1.106e-03
5.25,1.165e-03
5.50,1.232e-03
5.75,1.291e-03
6.00,1.338e-03
6.25,1.384e-03
6.50,1.428e-03
6.75,1.500e-03
7.00,1.557e-03
7.25,1.610e-03
7.50,1.659e-03
7.75,1.720e-03
8.00,1.774e-03
8.25,1.823e-03
8.50,1.877e-03
8.75,1.931e-03
9.00,1.999e-03
9.25,2.019e-03
9.50,2.077e-03
9.75,2.140e-03
10.00,2.179e-03
10.25,2.223e-03
10.50,2.298e-03
10.75,2.335e-03
11.00,2.396e-03
11.25,2.459e-03
11.50,2.505e-03
11.75,2.544e-03
12.00,2.578e-03
12.25,2.656e-03
12.50,2.712e-03
12.75,2.734e-03
13.00,2.770e-03
13.25,2.808e-03
13.50,2.861e-03
13.75,2.946e-03
14.00,2.952e-03
14.25,3.025e-03
14.50,3.061e-03
14.75,3.102e-03
15.00,3.134e-03
