0.25,4.164e-05
0.50,8.259e-05
0.75,1.226e-04
1.00,1.601e-04
1.25,2.000e-04
1.50,2.372e-04
1.75,2.727e-04
2.00,3.096e-04
2.25,3.455e-04
2.50,3.746e-04
2.75,4.113e-04
3.00,4.429e-04
3.25,4.739e-04
3.50,4.999e-04
3.75,5.260e-04
4.00,5.516e-04
4.25,5.747e-04
4.50,5.975e-04
4.75,6.173e-04
5.00,6.403e-04
5.25,6.585e-04
5.50,6.726e-04
5.75,6.932e-04
6.00,7.027e-04
6.25,7.107e-04
6.50,7.308e-04
6.75,7.369e-04
7.00,7.397e-04
7.25,7.526e-04
7.50,7.582e-04
7.75,7.606e-04
8.00,7.732e-04
8.25,7.702e-04
8.50,7.793e-04
8.75,7.834e-04
9.00,7.836e-04
9.25,7.889e-04
9.50,7.862e-04
9.75,7.879e-04
10.00,7.900e-04
10.25,7.882e-04
10.50,7.965e-04
10.75,7.952e-04
11.00,8.014e-04
11.25,8.002e-04
11.50,8.013e-04
11.75,7.992e-04
12.00,8.009e-04
12.25,7.999e-04
12.50,7.988e-04
12.75,7.936e-04
13.00,8.020e-04
13.25,7.985e-04
13.50,8.012e-04
13.75,7.955e-04
14.00,7.963e-04
14.25,7.973e-04
14.50,7.986e-04
14.75,8.026e-04
15.00,8.015e-04
