0.25,3.281e-05
0.50,6.378e-05
0.75,9.409e-05
1.00,1.227e-04
1.25,1.518e-04
1.50,1.772e-04
1.75,2.008e-04
2.00,2.244e-04
2.25,2.486e-04
2.50,2.676e-04
2.75,2.845e-04
3.00,3.048e-04
3.25,3.186e-04
3.50,3.353e-04
3.75,3.461e-04
4.00,3.585e-04
4.25,3.710e-04
4.50,3.774e-04
4.75,3.839e-04
5.00,3.948e-04
5.25,3.977e-04
5.50,4.048e-04
5.75,4.095e-04
6.00,4.203e-04
6.25,4.181e-04
6.50,4.217e-04
6.75,4.253e-04
7.00,4.286e-04
7.25,4.274e-04
7.50,4.304e-04
7.75,4.310e-04
8.00,4.364e-04
8.25,4.318e-04
8.50,4.335e-04
8.75,4.368e-04
9.00,4.372e-04
9.25,4.334e-04
9.50,4.338e-04
9.75,4.403e-04
10.00,4.373e-04
10.25,4.385e-04
10.50,4.369e-04
10.75,4.418e-04
11.00,4.405e-04
11.25,4.429e-04
11.50,4.387e-04
11.75,4.400e-04
12.00,4.412e-04
12.25,4.377e-04
12.50,4.413e-04
12.75,4.377e-04
13.00,4.401e-04
13.25,4.411e-04
13.50,4.393e-04
13.75,4.399e-04
14.00,4.372e-04
14.25,4.423e-04
14.50,4.386e-04
14.75,4.409e-04
15.00,4.424e-04
