0.25,1.564e-05
0.50,2.981e-05
0.75,4.264e-05
1.00,5.411e-05
1.25,6.477e-05
1.50,7.374e-05
1.75,8.189e-05
2.00,8.887e-05
2.25,9.563e-05
2.50,1.005e-04
2.75,1.060e-04
3.00,1.096e-04
3.25,1.128e-04
3.50,1.152e-04
3.75,1.194e-04
4.00,1.215e-04
4.25,1.225e-04
4.50,1.248e-04
4.75,1.250e-04
5.00,1.261e-04
5.25,1.268e-04
5.50,1.288e-04
5.75,1.295e-04
6.00,1.297e-04
6.25,1.294e-04
6.50,1.307e-04
6.75,1.318e-04
7.00,1.319e-04
7.25,1.317e-04
7.50,1.324e-04
7.75,1.323e-04
8.00,1.328e-04
8.25,1.324e-04
8.50,1.323e-04
8.75,1.327e-04
9.00,1.326e-04
9.25,1.330e-04
9.50,1.330e-04
9.75,1.329e-04
10.00,1.334e-04
10.25,1.337e-04
10.50,1.338e-04
10.75,1.333e-04
11.00,1.334e-04
11.25,1.336e-04
11.50,1.333e-04
11.75,1.337e-04
12.00,1.343e-04
12.25,1.340e-04
12.50,1.327e-04
12.75,1.340e-04
13.00,1.331e-04
13.25,1.338e-04
13.50,1.328e-04
13.75,1.336e-04
14.00,1.332e-04
14.25,1.332e-04
14.50,1.340e-04
14.75,1.328e-04
15.00,1.335e-04
