0.25,4.991e-05
0.50,1.003e-04
0.75,1.503e-04
1.00,1.971e-04
1.25,2.474e-04
1.50,2.973e-04
1.75,3.447e-04
2.00,3.912e-04
2.25,4.357e-04
2.50,4.833e-04
2.75,5.314e-04
3.00,5.738e-04
3.25,6.206e-04
3.50,6.655e-04
3.75,7.065e-04
4.00,7.538e-04
4.25,7.955e-04
4.50,8.324e-04
4.75,8.816e-04
5.00,9.231e-04
5.25,9.528e-04
5.50,9.932e-04
5.75,1.037e-03
6.00,1.063e-03
6.25,1.108e-03
6.50,1.130e-03
6.75,1.172e-03
7.00,1.198e-03
7.25,1.243e-03
7.50,1.278e-03
7.75,1.298e-03
8.00,1.322e-03
8.25,1.339e-03
8.50,1.367e-03
8.75,1.391e-03
9.00,1.405e-03
9.25,1.435e-03
9.50,1.462e-03
9.75,1.487e-03
10.00,1.473e-03
10.25,1.500e-03
10.50,1.516e-03
10.75,1.523e-03
11.00,1.535e-03
11.25,1.545e-03
11.50,1.540e-03
11.75,1.562e-03
12.00,1.567e-03
12.25,1.570e-03
12.50,1.565e-03
12.75,1.588e-03
13.00,1.587e-03
13.25,1.581e-03
13.50,1.584e-03
13.75,1.589e-03
14.00,1.595e-03
14.25,1.594e-03
14.50,1.602e-03
14.75,1.601e-03
15.00,1.605e-03
