0.25,2.852e-05
0.50,5.536e-05
0.75,8.129e-05
1.00,1.055e-04
1.25,1.275e-04
1.50,1.493e-04
1.75,1.686e-04
2.00,1.863e-04
2.25,2.055e-04
2.50,2.192e-04
2.75,2.336e-04
3.00,2.453e-04
3.25,2.594e-04
3.50,2.680e-04
3.75,2.769e-04
4.00,2.847e-04
4.25,2.891e-04
4.50,2.978e-04
4.75,3.027e-04
5.00,3.068e-04
5.25,3.100e-04
5.50,3.136e-04
5.75,3.151e-04
6.00,3.200e-04
6.25,3.183e-04
6.50,3.236e-04
6.75,3.253e-04
7.00,3.236e-04
7.25,3.275e-04
7.50,3.287e-04
7.75,3.299e-04
8.00,3.282e-04
8.25,3.296e-04
8.50,3.305e-04
8.75,3.313e-04
9.00,3.281e-04
9.25,3.329e-04
9.50,3.305e-04
9.75,3.324e-04
10.00,3.334e-04
10.25,3.322e-04
10.50,3.304e-04
10.75,3.320e-04
11.00,3.340e-04
11.25,3.327e-04
11.50,3.342e-04
11.75,3.329e-04
12.00,3.325e-04
12.25,3.333e-04
12.50,3.341e-04
12.75,3.327e-04
13.00,3.346e-04
13.25,3.344e-04
13.50,3.362e-04
13.75,3.307e-04
14.00,3.349e-04
14.25,3.327e-04
14.50,3.334e-04
14.75,3.349e-04
15.00,3.328e-04
