0.25,5.566e-05
0.50,1.117e-04
0.75,1.646e-04
1.00,2.225e-04
1.25,2.765e-04
1.50,3.296e-04
1.75,3.888e-04
2.00,4.434e-04
2.25,4.970e-04
2.50,5.538e-04
2.75,6.025e-04
3.00,6.586e-04
3.25,7.129e-04
3.50,7.706e-04
3.75,8.155e-04
4.00,8.778e-04
4.25,9.301e-04
4.50,9.831e-04
4.75,1.036e-03
5.00,1.085e-03
5.25,1.141e-03
5.50,1.200e-03
5.75,1.243e-03
6.00,1.298e-03
6.25,1.345e-03
6.50,1.390e-03
6.75,1.449e-03
7.00,1.508e-03
7.25,1.552e-03
7.50,1.601e-03
7.75,1.644e-03
8.00,1.680e-03
8.25,1.754e-03
8.50,1.801e-03
8.75,1.852e-03
9.00,1.897e-03
9.25,1.963e-03
9.50,1.999e-03
9.75,2.033e-03
10.00,2.072e-03
10.25,2.134e-03
10.50,2.166e-03
10.75,2.240e-03
11.00,2.278e-03
11.25,2.312e-03
11.50,2.373e-03
11.75,2.374e-03
12.00,2.444e-03
12.25,2.484e-03
12.50,2.532e-03
12.75,2.550e-03
13.00,2.608e-03
13.25,2.616e-03
13.50,2.677e-03
13.75,2.681e-03
14.00,2.752e-03
14.25,2.780e-03
14.50,2.817e-03
14.75,2.829e-03
15.00,2.856e-03
