0.25,3.746e-05
0.50,7.380e-05
0.75,1.096e-04
1.00,1.438e-04
1.25,1.775e-04
1.50,2.105e-04
1.75,2.412e-04
2.00,2.680e-04
2.25,2.968e-04
2.50,3.258e-04
2.75,3.468e-04
3.00,3.738e-04
3.25,3.973e-04
3.50,4.171e-04
3.75,4.350e-04
4.00,4.573e-04
4.25,4.744e-04
4.50,4.898e-04
4.75,4.986e-04
5.00,5.132e-04
5.25,5.225e-04
5.50,5.377e-04
5.75,5.421e-04
6.00,5.521e-04
6.25,5.545e-04
6.50,5.641e-04
6.75,5.663e-04
7.00,5.718e-04
7.25,5.766e-04
7.50,5.783e-04
7.75,5.850e-04
8.00,5.886e-04
8.25,5.883e-04
8.50,5.908e-04
8.75,5.939e-04
9.00,5.943e-04
9.25,5.934e-04
9.50,5.904e-04
9.75,5.959e-04
10.00,6.001e-04
10.25,5.965e-04
10.50,5.959e-04
10.75,6.007e-04
11.00,5.909e-04
11.25,6.011e-04
11.50,6.030e-04
11.75,5.954e-04
12.00,5.976e-04
12.25,5.986e-04
12.50,5.978e-04
12.75,5.953e-04
13.00,6.027e-04
13.25,6.063e-04
13.50,6.067e-04
13.75,5.997e-04
14.00,6.019e-04
14.25,5.963e-04
14.50,6.027e-04
14.75,5.973e-04
15.00,6.034e-04
